Name	Set	Imagefile	Type	Level	Logo	Rarity	Text
Waverly	3RD	238	Holding		DS	Rare	The attached realm cannot be attacked by flyers and spells cannot be used against its defenders.
Bodach	3RD	239	Holding		DS	Rare	A champion attacking the attached realm can have only one ally.
Giustenal	3RD	240	Holding		DS	Uncommon	A champion attacking the attached realm cannot play more than three allies per round. 
Yaramuke	3RD	241	Holding		DS	Common	Poisoned water destroys one of the attacker's allies as it is played (defender's choice). 
Lost Oasis	3RD	242	Holding		DS	Common	The owner can draw one card and play it immediately when the attached realm is attacked. 
Grak's Pool	3RD	243	Holding	5	DS	Common	The oasis acts as a permanent +5 ally to any champion who defends the attached realm. 
Silver Spring	3RD	244	Holding		DS	Common	If the attached realm is razed, one other opponent's realm of the defender's choice is razed also. 
Bitter Well	3RD	245	Holding		DS	Common	This oasis destroys any flyers that attack the attached realm. 
Black Waters	3RD	246	Holding		DS	Common	No werecreature or monster can attack any realm held by this player. 
Fort Melidor	3RD	247	Holding		DS	Common	Allies defending any Dark Sun realm held by this player are doubled in level. 
Dungeon of Gulg	3RD	248	Holding		DS	Common	All champions (if defeated) and allies who attack this realm are sent to the Abyss at the end of battle. 
Ziggurat	3RD	249	Holding		DS	Uncommon	The level bonus (number in icon) of any wizard spell cast in defense of the attached realm is doubled. 
Temple	3RD	250	Holding		DS	Common	The attached realm can cast cleric spells. 
Mogadisho's Horde	3RD	251	Ally	1	AD&D	Common	If this card is on the losing side of a battle, all holdings of the opponent are discarded. 
Assassins	3RD	252	Ally	2	AD&D	Uncommon	If this card is on the losing side of the battle, it destroys one champion anywhere in play chosen by the losing player. 
Halfling Mercenaries	3RD	253	Ally	1	AD&D	Common	"Strip any existing artifact and magical items from an opponent; do not affect any played after the mercenaries are in play. Opposing champion only. "
War Band	3RD	254	Ally	3	AD&D	Common	+8 vs. undead. 
Kank Lancers	3RD	255	Ally	6	AD&D	Uncommon	"All opposing swimmers (champions and allies) are discarded immediately; no more can be played against it. "
Nomad Mercenaries	3RD	256	Ally	2	AD&D	Common	"Can be played any time to participate in another player's battle; level rises to 6. Regardless of the outcome, the mercenaries return to this player, who receives no spoils. Limit 3 per deck. "
Gladiators	3RD	257	Ally	9	AD&D	Uncommon	If played with a Dark Sun champion, the gladiators remain with that champion until he is defeated or discarded. 
Rikus	3RD	258	Hero	6	DS	Uncommon	"Rikus can attack twice; if he wins his first round, he can attack again with new allies. "
Neeva	3RD	259	Hero	7	DS	Rare	Flyer. When defending a Dark Sun realm, her level is doubled. 
Sadira	3RD	260	Wizard	4	DS	Common	Sadira can use any psionic power. Psionicists must ask her permission to use psionic powers, though they can still use their stated special abilities. 
Agis	3RD	261	Hero	5	DS	Uncommon	When attacking, can psionically destroy one monster in the defender's pool before battle begins. 
Anavias	3RD	262	Hero	2	DS	Rare	Can cast wizard and cleric spells. When defending, negates all psionic powers for that battle. When attacking, negates the powers of all enemy holdings for the duration of that battle. 
Vaerhirmana	3RD	263	Wizard	4	DS	Rare	Vaerhirmana can negate one psionic power per turn, regardless of whether in pool or combat. Elf 
Herminard	3RD	264	Hero	4	DS	Common	Herminard has a death wish, and if he dies when defending a Dark Sun realm, the opposing champion (though victorious) must be discarded too. 
T'kkyl	3RD	265	Hero	3	DS	Common	Although allies may be played against T'kkyl, if successful the thri-kreen eats them. (They are sent to the Abyss and not the discard pile.) 
Azhul	3RD	266	Hero	4	DS	Uncommon	Azhul may attack with new allies as many times as he wants every turn until he razes a realm or is defeated. 
Chividal	3RD	267	Hero	2	DS	Rare	Chividal can psionically destroy one opposing ally at any point during the round.
Bagual	3RD	268	Cleric	2	DS	Common	Once during each combat round, Bagual can retrieve and cast a cleric spell from this player's draw pile. Reshuffle the pile after each turn. 
Rowan	3RD	269	Ally	1	AD&D	Uncommon	Elf. Rowan can send one opposing ally or magical item to the Abyss. Elf. 
Shayira	3RD	270	Cleric	3	DS	Common	Negates the special powers (but not the bonuses) of all cards played against her. 
Ashathra	3RD	271	Ally	2	AD&D	Common	Can be discarded at any time to discard one opposing ally. 
Stug	3RD	272	Ally	2	AD&D	Common	If on the losing side of a battle, Stug can rob a victorious player of his spoils of victory by allowing a player not invloved in the battle to draw spoils instead. 
Ka'Cha	3RD	273	Ally	3	AD&D	Uncommon	Negates the power of all +1 or +2 allies played against him. 
Galek	3RD	274	Ally	2	AD&D	Common	Can draw a card from the opposing player's draw pile, playing it on this player's side if applicable, otherwise discarding it. 
Wind Dancers	3RD	275	Event		AD&D	Uncommon	All flyers in play are destroyed immediately. (Harmful) Harmful. 
Water Hunters	3RD	276	Event		AD&D	Common	All undead in play are destroyed immediately. (Harmful) Harmful. 
Silver Hands	3RD	277	Event		AD&D	Uncommon	This player's champions killed in the last battle are restored to his pool. Play only after a battle is completely resolved. (Helpful) Helpful. 
Sky Singers	3RD	278	Event		AD&D	Common	Destroys all magical items in play. (Harmful) Harmful. 
Silt Stalkers	3RD	279	Ally	3	AD&D	Common	If on the losing side of a battle, all magical items in play are shuffled back into the draw pile. 
Night Runners	3RD	280	Ally	2	AD&D	Uncommon	Elves. If on the winning side of a battle, this player can choose one magical item, artifact, or rule card in play anywhere to be discarded. Elf. 
So-ut	3RD	281	Ally	3	AD&D	Rare	
Cistern Fiend	3RD	282	Monster	2	DS	Common	Immune to offensive and defensive spells. Enemy allies cannot be used against this fiend. 
Sloth	3RD	283	Ally	1	AD&D	Common	When played in battle, the opposing player must immediately discard one card from his hand. 
Mul Savage	3RD	284	Monster	6	DS	Rare	Immune to offensive and defensive magical items. 
Inhuman	3RD	285	Ally	2	AD&D	Uncommon	Attached champion and allies are immune to ally powers for this round of combat. 
Pyreen	3RD	286	Ally	3	AD&D	Rare	
Cha'thrang	3RD	287	Ally	1	AD&D	Uncommon	All nonflying allies opposing the Cha'thrnag lose 4 levels. 
Spirit of the land	3RD	288	Event		AD&D	Rare	Prevents one Dark Sun realm or holding from being razed or discarded, or restores one razed realm from any world. An attacker gets no spoils of victory and the battle is over. (Helpful) Helpful. 
Thri-kreen	3RD	289	Ally	3	AD&D	Rare	All nonhuman allies (elves, dwarves, and halflings) lose 2 levels for fear of the thri-kreen. 
Wijon	3RD	290	Ally	2	AD&D	Common	Wijon can double the level of one ally played after him (choice need not be immediate). 
Mikor	3RD	291	Ally	3	AD&D	Uncommon	If on the losing side of a battle, Mikor transfers all non-event cards in this player's Abyss to his discard pile. 
Salicia	3RD	292	Ally	3	AS&D	Rare	
Zurn	3RD	293	Ally	1	AD&D	Uncommon	Zurn can ally himself with any victorious champion, returning with that champion to the pool. 
Powell	3RD	294	Ally	1	AD&D	Common	Powell can be discarded to the Abyss during phase 3 to retrieve a magical item. 
Baber	3RD	295	Ally	3	AD&D	Rare	
Wachter	3RD	296	Ally	2	AD&D	Common	Wachter's bonus increases to +8 if played from 6 am to 6 pm. 
Foucault	3RD	297	Ally	3	AD&D	Uncommon	Elf. Foucault and all other attached cards are immune to all spells and magical items with the words fire or flame in their title. 
Stef'fa Naf'ski	3RD	298	Monster	5	DS	Rare	Psionically negates the special power of an opposing champion in battle. If defeated, he negates the special power of a champion in any pool until Dispel Magic is cast on the affected champion. 
Captain Kazhal	3RD	299	Hero	9	DS	Rare	Destroys one magical item held by the opposing champion at any time during the battle round. 
Dlasva	3RD	300	Hero	3	DS	Uncommon	Dlasva can psionically destroy one opposing ally during a round of battle. 
Tithian	3RD	301	Hero	5	DS	Rare	If Tithian attacks and wins a round of battle, the defending realm is razed immediately. 
Verrasi	3RD	302	Ally	2	AD&D	Uncommon	No magical items with a bonus greater than +3 can be played after Verrasi joins the battle. 
Defiler	3RD	303	Wizard	6	DS	Common	Each time the defiler casts a spell during combat, her player discards one card from his hand and draws a replacement from his draw pile. 
Dragon King	3RD	304	Monster	8	DS	Rare	Can cast wizard spells and use psionic powers. Immune to psionic attack. Dragon 
Borys	3RD	305	Monster	9	DS	Rare	Flyer. Can cast wizard and cleric spells and use psionic powers. Immune to psionic attack. Dragon. 
Preserver	3RD	306	Wizard	6	DS	Common	If defeated by a Dark Sun champion, the preserver is sent to Limbo until his end of this player's next turn, when he returns to his pool. 
Punisher	3RD	307	Ally	3	AD&D	Common	If on the losing side of a battle, the punisher returns to the player's hand instead of being discarded. 
Gith	3RD	308	Ally	1	AD&D	Uncommon	If two gith are played in the same round of combat, each increases to a +7. 
Tiger	3RD	309	Ally	1	AD&D	Common	If played during defense, the shape-changed druid remains with the realm until it is razed. 
Orb of Power	3RD	310	Magic Item		AD&D	Common	Offensive spells and magical items have no affect against the champion with this orb. (Def) 
Ring of All Seeing	3RD	311	Magic Item		AD&D	Uncommon	Allows the owning player, at the beginning of his turn, to look at one player's hand. (Def) 
Treasure	3RD	312	Event		AD&D	Common	"All monsters are bribed to desert; discard all monsters in battle or in pools. (Harmful) Harmful. "
Shield of Destruction	3RD	313	Magic Item	1	AD&D	Common	Absorbs the effects of one offensive spell played against the attached champion (this player's choice) once per turn. (Def) 
Shield of Annihilation	3RD	314	Magic Item	2	AD&D	Uncommon	Instantly annihilates one opposing enemy ally played against the attached champion (this player's choice). (off) 
Shield of Devastation	3RD	315	Magic Item	2	AD&D	Common	Negates the power of one offensive magical item used against the attached champion (this player's choice), once per turn. (Off) 
Shield of Wickedness	3RD	316	Magic Item		AD&D	Common	One enemy ally, chosen by the shield's owner, is forced to switch sides and fight for the shield's owner for one round of battle. (Off) 
Shield of Gore	3RD	317	Magic Item	3	AD&D	Uncommon	Allies of less than +4 cannot be played against the attached champion, and allies of +1 or +2 currently in battle are discarded. (Off) 
The Heartwood Spear	3RD	318	Artifact		DS	Common	Kills any opposing dragon or monster in the battle automatically. 
The Caravan	3RD	319	Event		AD&D	Common	Play only between two player's turns. The player of this event can take a turn immediately. Afterward, play continues where it left off. (Helpful) Helpful. 
The Necklace	3RD	320	Magic Item		AD&D	Uncommon	Allows the attached champion to cast wizard spells and confers immunity to psionic powers. (Def) 
Elemental Cleric	3RD	321	Cleric	2	DS	Common	The elemental cleric is immune to offensive wizard spells. 
Elven Archer	3RD	322	Ally	3	AD&D	Rare	The elven archer's skill with the bow is such that it can kill, instantly, one enemy ally of its choice. 
The Outcast	3RD	323	Hero	5	DS	Rare	Can use cleric or wizard spells. 
Thugs	3RD	324	Ally	1	AD&D	Uncommon	Can be attached to any realm during phase 3 as a permanent ally. 
Desert Warrior	3RD	325	Hero	2	DS	Rare	The desert warrior's first ally each round is considered a +4, regardless of the ally's actual level.
Desert Warrior	3RD	326	Hero	3	DS	Rare	The desert warrior's first ally each round is considered a +3, regardless of the ally's actual level.
Desert Warrior	3RD	327	Hero	4	DS	Rare	All allies played on the desert warrior gain an additional +1.
Marauder	3RD	328	Ally	3	AD&D	Common	Can be discarded at any time to negate an event created by using the Bell of Might. 
Shaqat Beetles	3RD	329	Ally	1	AD&D	Common	If defeated in combat, these parasites attach themselves to the victorious champion, reducing his level to 1. 
Tembo	3RD	330	Monster	3	DS	Uncommon	The opponent cannot use allies for defense or offense. 
Fireball	3RD	331	Wizard Spell		AD&D	Common	Destroys immediately all opposing allies of level 4 or less. (Off/4) 
Lightning Bolt	3RD	332	Wizard Spell	5	AD&D	Common	Immediately destroys one opposing ally of level 4 or less, or one magical item, of caster's choice. (Off/4) 
Paralyze	3RD	333	Wizard Spell		AD&D	Common	Cast on a champion before battle to prevent that card from defending. Cast during a battle to eliminate one ally of the caster's choice. (Off/3/4) 
Magic Missile	3RD	334	Wizard Spell	3	AD&D	Common	(Off/4) 
Wall of Fire	3RD	335	Wizard Spell	3	AD&D	Common	Only flyers can attack across the wall. (Off/4) 
Wall of Iron	3RD	336	Wizard Spell	3	AD&D	Common	Only flyers can attack across the wall. Use on defense only. (Def/4) 
Wall of Stone	3RD	337	Wizard Spell	4	AD&D	Common	Only flyers can attack across the wall. Use on defense only. (Def/4) 
Wall of Force	3RD	338	Wizard Spell	5	AD&D	Common	Only flyers can attack across the wall. (Def/4) 
Invisibility	3RD	339	Wizard Spell		AD&D	Rare	An invisible champion can bypass a defending hero (not a monster, wizard, or cleric) and destroy the realm. The defending hero returns to the pool. (Def/4)
Cone of Cold	3RD	340	Wizard Spell	5	AD&D	Common	Destroys one artifact, chosen by the caster. (Off/4) Anywhere in play. 
Sleep	3RD	341	Wizard Spell		AD&D	Common	Eliminates up to three opposing allies of level 1 or 2, chosen by the caster. Can be cast during any battle, including those between opponents. (Off) (Off/4) 
Shield	3RD	342	Wizard Spell	2	AD&D	Common	Negates the Magic Missile spell. (Def/4) 
Fly	3RD	343	Wizard Spell		AD&D	Common	One champion and/or ally becomes a flyer. (Def/3/4) 
Crushing Fist	3RD	344	Wizard Spell	4	AD&D	Rare	The crushing fist adds 4 levels or destroys one magical item, at the choice of the caster. (Off/4) 
Anti-Magic Shell	3RD	345	Wizard Spell		AD&D	Rare	Makes one champion immune to all offensive spells and prevents him from casting any spells himself. (Def/4)
Dispel Magic	3RD	346	Wizard Spell		AD&D	Common	Can be cast at any time to cancel the effects of a just-cast spell or to cancel an existing spell. (Def) 
Improved Phantasmal Force	3RD	347	Wizard Spell	6	AD&D	Common	If cast by an undead champion, he can bypass a defending wizard or cleric and raze the realm. The defending champion returns to his pool. (Def/4) 
